occ_group,occupation,country,count,occ_total,pct_of_occ,rank
Science & Academia,postage stamp designer,Slovakia,1,7,14.29,4.0
Science & Academia,presenter,Russia,25,83,30.12,1.0
Science & Academia,presenter,Netherlands,11,83,13.25,2.0
Science & Academia,presenter,Ukraine,10,83,12.05,3.0
Science & Academia,presenter,Czech Republic,8,83,9.64,4.0
Science & Academia,presenter,Germany,8,83,9.64,5.0
Science & Academia,priest,Spain,15,80,18.75,1.0
Science & Academia,priest,United Kingdom,8,80,10.0,2.0
Science & Academia,priest,Germany,7,80,8.75,3.0
Science & Academia,priest,Poland,7,80,8.75,4.0
Science & Academia,priest,Czech Republic,6,80,7.5,5.0
Science & Academia,printmaker,France,7,19,36.84,1.0
Science & Academia,printmaker,Germany,3,19,15.79,2.0
Science & Academia,printmaker,Poland,3,19,15.79,3.0
Science & Academia,printmaker,Slovenia,2,19,10.53,4.0
Science & Academia,printmaker,Austria,1,19,5.26,5.0
Science & Academia,producer,Spain,2,9,22.22,1.0
Science & Academia,producer,United Kingdom,2,9,22.22,2.0
Science & Academia,producer,Austria,1,9,11.11,3.0
Science & Academia,producer,Belarus,1,9,11.11,4.0
Science & Academia,producer,France,1,9,11.11,5.0
Science & Academia,production designer,Belgium,1,5,20.0,1.0
Science & Academia,production designer,Czech Republic,1,5,20.0,2.0
Science & Academia,production designer,France,1,5,20.0,3.0
Science & Academia,production designer,Moldova,1,5,20.0,4.0
Science & Academia,production designer,Russia,1,5,20.0,5.0
Science & Academia,professeur des universités,France,59,64,92.19,1.0
Science & Academia,professeur des universités,Germany,2,64,3.12,2.0
Science & Academia,professeur des universités,Austria,1,64,1.56,3.0
Science & Academia,professeur des universités,Greece,1,64,1.56,4.0
Science & Academia,professeur des universités,Ukraine,1,64,1.56,5.0
Science & Academia,professional gamer,Switzerland,1,1,100.0,1.0
Science & Academia,professor,Spain,297,1390,21.37,1.0
Science & Academia,professor,Norway,176,1390,12.66,2.0
Science & Academia,professor,Germany,161,1390,11.58,3.0
Science & Academia,professor,France,106,1390,7.63,4.0
Science & Academia,professor,Finland,80,1390,5.76,5.0
Science & Academia,programmer,United Kingdom,25,128,19.53,1.0
Science & Academia,programmer,Russia,17,128,13.28,2.0
Science & Academia,programmer,Czech Republic,13,128,10.16,3.0
Science & Academia,programmer,Germany,13,128,10.16,4.0
Science & Academia,programmer,Poland,6,128,4.69,5.0
Science & Academia,prose writer,Czech Republic,36,99,36.36,1.0
Science & Academia,prose writer,Russia,22,99,22.22,2.0
Science & Academia,prose writer,Ukraine,8,99,8.08,3.0
Science & Academia,prose writer,Poland,6,99,6.06,4.0
Science & Academia,prose writer,United Kingdom,5,99,5.05,5.0
Science & Academia,psychiatrist,Hungary,19,154,12.34,1.0
Science & Academia,psychiatrist,Czech Republic,18,154,11.69,2.0
Science & Academia,psychiatrist,Germany,17,154,11.04,3.0
Science & Academia,psychiatrist,Spain,17,154,11.04,4.0
Science & Academia,psychiatrist,France,11,154,7.14,5.0
Science & Academia,psychoanalyst,France,16,52,30.77,1.0
Science & Academia,psychoanalyst,Germany,5,52,9.62,2.0
Science & Academia,psychoanalyst,Italy,4,52,7.69,3.0
Science & Academia,psychoanalyst,Switzerland,4,52,7.69,4.0
Science & Academia,psychoanalyst,United Kingdom,4,52,7.69,5.0
Science & Academia,psychologist,Germany,173,958,18.06,1.0
Science & Academia,psychologist,Russia,83,958,8.66,2.0
Science & Academia,psychologist,Spain,63,958,6.58,3.0
Science & Academia,psychologist,Poland,61,958,6.37,4.0
Science & Academia,psychologist,Czech Republic,59,958,6.16,5.0
Science & Academia,psychotherapist,Germany,23,90,25.56,1.0
Science & Academia,psychotherapist,Austria,10,90,11.11,2.0
Science & Academia,psychotherapist,Czech Republic,9,90,10.0,3.0
Science & Academia,psychotherapist,Italy,7,90,7.78,4.0
Science & Academia,psychotherapist,Poland,6,90,6.67,5.0
Science & Academia,public figure,Russia,45,79,56.96,1.0
Science & Academia,public figure,Ukraine,25,79,31.65,2.0
Science & Academia,public figure,Belarus,4,79,5.06,3.0
Science & Academia,public figure,Austrian Empire,2,79,2.53,4.0
Science & Academia,public figure,Czech Republic,1,79,1.27,5.0
Science & Academia,publisher,Czech Republic,23,117,19.66,1.0
Science & Academia,publisher,France,22,117,18.8,2.0
Science & Academia,publisher,Russia,11,117,9.4,3.0
Science & Academia,publisher,Germany,10,117,8.55,4.0
Science & Academia,publisher,Ukraine,9,117,7.69,5.0
Science & Academia,pundit,Czech Republic,3,14,21.43,1.0
Science & Academia,pundit,Russia,3,14,21.43,2.0
Science & Academia,pundit,Germany,2,14,14.29,3.0
Science & Academia,pundit,Italy,1,14,7.14,4.0
Science & Academia,pundit,Portugal,1,14,7.14,5.0
Science & Academia,puppeteer,Czech Republic,4,8,50.0,1.0
Science & Academia,puppeteer,France,1,8,12.5,2.0
Science & Academia,puppeteer,Germany,1,8,12.5,3.0
Science & Academia,puppeteer,Italy,1,8,12.5,4.0
Science & Academia,puppeteer,United Kingdom,1,8,12.5,5.0
Science & Academia,racing automobile driver,Italy,27,127,21.26,1.0
Science & Academia,racing automobile driver,France,14,127,11.02,2.0
Science & Academia,racing automobile driver,Sweden,13,127,10.24,3.0
Science & Academia,racing automobile driver,United Kingdom,12,127,9.45,4.0
Science & Academia,racing automobile driver,Netherlands,9,127,7.09,5.0
Science & Academia,radio editor,Czech Republic,4,9,44.44,1.0
Science & Academia,radio editor,Hungary,2,9,22.22,2.0
Science & Academia,radio editor,Poland,2,9,22.22,3.0
Science & Academia,radio editor,United Kingdom,1,9,11.11,4.0
Science & Academia,radio personality,Russia,32,93,34.41,1.0
Science & Academia,radio personality,France,14,93,15.05,2.0
Science & Academia,radio personality,Italy,7,93,7.53,3.0
Science & Academia,radio personality,United Kingdom,7,93,7.53,4.0
Science & Academia,radio personality,Ukraine,6,93,6.45,5.0
Science & Academia,radio producer,France,3,4,75.0,1.0
Science & Academia,radio producer,Belgium,1,4,25.0,2.0
Science & Academia,rapper,Finland,1,4,25.0,1.0
Science & Academia,rapper,Poland,1,4,25.0,2.0
Science & Academia,rapper,Spain,1,4,25.0,3.0
Science & Academia,rapper,Ukraine,1,4,25.0,4.0
Science & Academia,record producer,United Kingdom,16,52,30.77,1.0
Science & Academia,record producer,Russia,10,52,19.23,2.0
Science & Academia,record producer,Ukraine,6,52,11.54,3.0
Science & Academia,record producer,Italy,5,52,9.62,4.0
Science & Academia,record producer,Germany,3,52,5.77,5.0
Science & Academia,recording artist,Finland,2,7,28.57,1.0
Science & Academia,recording artist,Norway,2,7,28.57,2.0
Science & Academia,recording artist,Germany,1,7,14.29,3.0
Science & Academia,recording artist,Ireland,1,7,14.29,4.0
Science & Academia,recording artist,United Kingdom,1,7,14.29,5.0
Science & Academia,reporter,Norway,3,9,33.33,1.0
Science & Academia,reporter,Germany,1,9,11.11,2.0
Science & Academia,reporter,Hungary,1,9,11.11,3.0
Science & Academia,reporter,Portugal,1,9,11.11,4.0
Science & Academia,reporter,Russia,1,9,11.11,5.0
Science & Academia,research fellow,France,23,47,48.94,1.0
Science & Academia,research fellow,Russia,6,47,12.77,2.0
Science & Academia,research fellow,Czech Republic,4,47,8.51,3.0
Science & Academia,research fellow,Germany,3,47,6.38,4.0
Science & Academia,research fellow,United Kingdom,3,47,6.38,5.0
Science & Academia,researcher,France,189,781,24.2,1.0
Science & Academia,researcher,Spain,86,781,11.01,2.0
Science & Academia,researcher,Poland,67,781,8.58,3.0
Science & Academia,researcher,Germany,58,781,7.43,4.0
Science & Academia,researcher,United Kingdom,50,781,6.4,5.0
Science & Academia,resistance fighter,Netherlands,32,88,36.36,1.0
Science & Academia,resistance fighter,France,15,88,17.05,2.0
Science & Academia,resistance fighter,Germany,13,88,14.77,3.0
Science & Academia,resistance fighter,Poland,7,88,7.95,4.0
Science & Academia,resistance fighter,Belgium,5,88,5.68,5.0
Science & Academia,restaurateur,Portugal,1,2,50.0,1.0
Science & Academia,restaurateur,Spain,1,2,50.0,2.0
Science & Academia,restorer,Czech Republic,14,24,58.33,1.0
Science & Academia,restorer,France,2,24,8.33,2.0
Science & Academia,restorer,United Kingdom,2,24,8.33,3.0
Science & Academia,restorer,Denmark,1,24,4.17,4.0
Science & Academia,restorer,Germany,1,24,4.17,5.0
Science & Academia,rock musician,Russia,3,4,75.0,1.0
Science & Academia,rock musician,Finland,1,4,25.0,2.0
Science & Academia,romanist,Germany,8,30,26.67,1.0
Science & Academia,romanist,Czech Republic,7,30,23.33,2.0
Science & Academia,romanist,France,5,30,16.67,3.0
Science & Academia,romanist,Spain,4,30,13.33,4.0
Science & Academia,romanist,Romania,2,30,6.67,5.0
Science & Academia,rower,Netherlands,5,22,22.73,1.0
Science & Academia,rower,United Kingdom,5,22,22.73,2.0
Science & Academia,rower,Estonia,3,22,13.64,3.0
Science & Academia,rower,Germany,3,22,13.64,4.0
Science & Academia,rower,Denmark,1,22,4.55,5.0
Science & Academia,sailor,Poland,3,17,17.65,1.0
Science & Academia,sailor,Germany,2,17,11.76,2.0
Science & Academia,sailor,Russia,2,17,11.76,3.0
Science & Academia,sailor,Ukraine,2,17,11.76,4.0
Science & Academia,sailor,United Kingdom,2,17,11.76,5.0
Science & Academia,satirist,Ukraine,3,5,60.0,1.0
Science & Academia,satirist,Romania,1,5,20.0,2.0
Science & Academia,satirist,Russia,1,5,20.0,3.0
Science & Academia,saxophonist,Norway,2,9,22.22,1.0
Science & Academia,saxophonist,Russia,2,9,22.22,2.0
Science & Academia,saxophonist,Czech Republic,1,9,11.11,3.0
Science & Academia,saxophonist,German Reich,1,9,11.11,4.0
Science & Academia,saxophonist,Germany,1,9,11.11,5.0
Science & Academia,scenographer,Czech Republic,12,29,41.38,1.0
Science & Academia,scenographer,Ukraine,4,29,13.79,2.0
Science & Academia,scenographer,Russia,3,29,10.34,3.0
Science & Academia,scenographer,Austria,2,29,6.9,4.0
Science & Academia,scenographer,Slovakia,2,29,6.9,5.0
Science & Academia,school teacher,Spain,5,29,17.24,1.0
Science & Academia,school teacher,France,3,29,10.34,2.0
Science & Academia,school teacher,Russia,3,29,10.34,3.0
Science & Academia,school teacher,Hungary,2,29,6.9,4.0
Science & Academia,school teacher,Poland,2,29,6.9,5.0
Science & Academia,science communicator,Spain,27,111,24.32,1.0
Science & Academia,science communicator,France,13,111,11.71,2.0
Science & Academia,science communicator,Czech Republic,12,111,10.81,3.0
Science & Academia,science communicator,United Kingdom,12,111,10.81,4.0
Science & Academia,science communicator,Russia,11,111,9.91,5.0
Science & Academia,science fiction writer,United Kingdom,15,87,17.24,1.0
Science & Academia,science fiction writer,Russia,10,87,11.49,2.0
Science & Academia,science fiction writer,Ukraine,8,87,9.2,3.0
Science & Academia,science fiction writer,France,7,87,8.05,4.0
Science & Academia,science fiction writer,Czech Republic,6,87,6.9,5.0
Science & Academia,scientist,Russia,747,1651,45.25,1.0
Science & Academia,scientist,Ukraine,236,1651,14.29,2.0
Science & Academia,scientist,Germany,78,1651,4.72,3.0
Science & Academia,scientist,Belarus,70,1651,4.24,4.0
Science & Academia,scientist,United Kingdom,65,1651,3.94,5.0
Science & Academia,screenwriter,Czech Republic,41,322,12.73,1.0
Science & Academia,screenwriter,France,39,322,12.11,2.0
Science & Academia,screenwriter,United Kingdom,32,322,9.94,3.0
Science & Academia,screenwriter,Italy,31,322,9.63,4.0
Science & Academia,screenwriter,Russia,30,322,9.32,5.0
Science & Academia,sculptor,Czech Republic,75,182,41.21,1.0
Science & Academia,sculptor,Germany,14,182,7.69,2.0
Science & Academia,sculptor,France,11,182,6.04,3.0
Science & Academia,sculptor,Spain,11,182,6.04,4.0
Science & Academia,sculptor,Italy,10,182,5.49,5.0
Science & Academia,secondary school teacher,France,21,92,22.83,1.0
Science & Academia,secondary school teacher,Czech Republic,19,92,20.65,2.0
Science & Academia,secondary school teacher,Spain,18,92,19.57,3.0
Science & Academia,secondary school teacher,Hungary,6,92,6.52,4.0
Science & Academia,secondary school teacher,Romania,5,92,5.43,5.0
Science & Academia,short story writer,France,8,31,25.81,1.0
Science & Academia,short story writer,Russia,7,31,22.58,2.0
Science & Academia,short story writer,Spain,4,31,12.9,3.0
Science & Academia,short story writer,Ukraine,3,31,9.68,4.0
Science & Academia,short story writer,Ireland,2,31,6.45,5.0
Science & Academia,showman,Russia,4,8,50.0,1.0
Science & Academia,showman,Ukraine,4,8,50.0,2.0
Science & Academia,singer,Russia,30,178,16.85,1.0
Science & Academia,singer,Czech Republic,28,178,15.73,2.0
Science & Academia,singer,Spain,20,178,11.24,3.0
Science & Academia,singer,Ukraine,16,178,8.99,4.0
Science & Academia,singer,United Kingdom,10,178,5.62,5.0
Science & Academia,singer-songwriter,Russia,12,54,22.22,1.0
Science & Academia,singer-songwriter,Spain,6,54,11.11,2.0
Science & Academia,singer-songwriter,Italy,5,54,9.26,3.0
Science & Academia,singer-songwriter,Ukraine,5,54,9.26,4.0
Science & Academia,singer-songwriter,Czech Republic,4,54,7.41,5.0
Science & Academia,slavist,Slovenia,7,30,23.33,1.0
Science & Academia,slavist,Germany,5,30,16.67,2.0
Science & Academia,slavist,Czech Republic,4,30,13.33,3.0
Science & Academia,slavist,Russia,3,30,10.0,4.0
Science & Academia,slavist,France,2,30,6.67,5.0
Science & Academia,social activist,Poland,14,47,29.79,1.0
Science & Academia,social activist,Spain,9,47,19.15,2.0
Science & Academia,social activist,Ukraine,7,47,14.89,3.0
Science & Academia,social activist,Russia,4,47,8.51,4.0
Science & Academia,social activist,United Kingdom,3,47,6.38,5.0
Science & Academia,social scientist,Germany,35,83,42.17,1.0
Science & Academia,social scientist,United Kingdom,9,83,10.84,2.0
Science & Academia,social scientist,Austria,6,83,7.23,3.0
Science & Academia,social scientist,Estonia,4,83,4.82,4.0
Science & Academia,social scientist,France,4,83,4.82,5.0
Science & Academia,socialite,France,1,2,50.0,1.0
Science & Academia,socialite,Russia,1,2,50.0,2.0
Science & Academia,sociologist,Germany,203,1310,15.5,1.0
Science & Academia,sociologist,France,156,1310,11.91,2.0
Science & Academia,sociologist,Poland,147,1310,11.22,3.0
Science & Academia,sociologist,Spain,100,1310,7.63,4.0
Science & Academia,sociologist,Russia,98,1310,7.48,5.0
Science & Academia,soldier,Poland,11,30,36.67,1.0
Science & Academia,soldier,United Kingdom,4,30,13.33,2.0
Science & Academia,soldier,Czech Republic,3,30,10.0,3.0
Science & Academia,soldier,Russia,3,30,10.0,4.0
Science & Academia,soldier,Belarus,2,30,6.67,5.0
Science & Academia,songwriter,Russia,12,49,24.49,1.0
Science & Academia,songwriter,Ukraine,6,49,12.24,2.0
Science & Academia,songwriter,Italy,4,49,8.16,3.0
Science & Academia,songwriter,United Kingdom,4,49,8.16,4.0
Science & Academia,songwriter,Czech Republic,3,49,6.12,5.0
Science & Academia,sport cyclist,United Kingdom,4,17,23.53,1.0
Science & Academia,sport cyclist,Denmark,3,17,17.65,2.0
Science & Academia,sport cyclist,Austria,2,17,11.76,3.0
Science & Academia,sport cyclist,Germany,2,17,11.76,4.0
Science & Academia,sport cyclist,Italy,2,17,11.76,5.0
Science & Academia,sports commentator,Spain,2,6,33.33,1.0
Science & Academia,sports commentator,Norway,1,6,16.67,2.0
Science & Academia,sports commentator,Poland,1,6,16.67,3.0
Science & Academia,sports commentator,Slovenia,1,6,16.67,4.0
Science & Academia,sports commentator,United Kingdom,1,6,16.67,5.0
Science & Academia,sports executive,Spain,6,20,30.0,1.0
Science & Academia,sports executive,France,5,20,25.0,2.0
Science & Academia,sports executive,Poland,3,20,15.0,3.0
Science & Academia,sports executive,Germany,1,20,5.0,4.0
Science & Academia,sports executive,Ireland,1,20,5.0,5.0
Science & Academia,sports journalist,France,3,10,30.0,1.0
Science & Academia,sports journalist,Estonia,1,10,10.0,2.0
Science & Academia,sports journalist,Hungary,1,10,10.0,3.0
Science & Academia,sports journalist,Norway,1,10,10.0,4.0
Science & Academia,sports journalist,Slovenia,1,10,10.0,5.0
Science & Academia,sportsperson,Estonia,16,16,100.0,1.0
Science & Academia,stage actor,Czech Republic,18,49,36.73,1.0
Science & Academia,stage actor,Germany,4,49,8.16,2.0
Science & Academia,stage actor,Spain,4,49,8.16,3.0
Science & Academia,stage actor,Ireland,3,49,6.12,4.0
Science & Academia,stage actor,United Kingdom,3,49,6.12,5.0
Science & Academia,stage magician,United Kingdom,4,11,36.36,1.0
Science & Academia,stage magician,France,2,11,18.18,2.0
Science & Academia,stage magician,Germany,1,11,9.09,3.0
Science & Academia,stage magician,Portugal,1,11,9.09,4.0
Science & Academia,stage magician,Romania,1,11,9.09,5.0
Science & Academia,stand-up comedian,Russia,2,6,33.33,1.0
Science & Academia,stand-up comedian,United Kingdom,2,6,33.33,2.0
Science & Academia,stand-up comedian,Greece,1,6,16.67,3.0
Science & Academia,stand-up comedian,Slovenia,1,6,16.67,4.0
Science & Academia,statesperson,Russia,132,166,79.52,1.0
Science & Academia,statesperson,Ukraine,16,166,9.64,2.0
Science & Academia,statesperson,Belarus,4,166,2.41,3.0
Science & Academia,statesperson,Moldova,2,166,1.2,4.0
Science & Academia,statesperson,Transnistria,2,166,1.2,5.0
Science & Academia,statistician,United Kingdom,26,108,24.07,1.0
Science & Academia,statistician,France,10,108,9.26,2.0
Science & Academia,statistician,Germany,8,108,7.41,3.0
Science & Academia,statistician,Hungary,7,108,6.48,4.0
Science & Academia,statistician,Netherlands,7,108,6.48,5.0
Science & Academia,stunt performer,United Kingdom,2,2,100.0,1.0
Science & Academia,surgeon,Germany,73,447,16.33,1.0
Science & Academia,surgeon,Russia,50,447,11.19,2.0
Science & Academia,surgeon,Poland,49,447,10.96,3.0
Science & Academia,surgeon,France,35,447,7.83,4.0
Science & Academia,surgeon,Ukraine,34,447,7.61,5.0
Science & Academia,swimmer,Germany,3,22,13.64,1.0
Science & Academia,swimmer,Spain,3,22,13.64,2.0
Science & Academia,swimmer,Estonia,2,22,9.09,3.0
Science & Academia,swimmer,Hungary,2,22,9.09,4.0
Science & Academia,swimmer,Czech Republic,1,22,4.55,5.0
Science & Academia,teacher,Czech Republic,838,3795,22.08,1.0
Science & Academia,teacher,Spain,509,3795,13.41,2.0
Science & Academia,teacher,France,281,3795,7.4,3.0
Science & Academia,teacher,Italy,264,3795,6.96,4.0
Science & Academia,teacher,Poland,209,3795,5.51,5.0
Science & Academia,television actor,United Kingdom,11,33,33.33,1.0
Science & Academia,television actor,Czech Republic,9,33,27.27,2.0
Science & Academia,television actor,Germany,3,33,9.09,3.0
Science & Academia,television actor,Ukraine,3,33,9.09,4.0
Science & Academia,television actor,Finland,1,33,3.03,5.0
Science & Academia,television director,United Kingdom,4,18,22.22,1.0
Science & Academia,television director,Netherlands,3,18,16.67,2.0
Science & Academia,television director,Spain,3,18,16.67,3.0
Science & Academia,television director,Germany,2,18,11.11,4.0
Science & Academia,television director,Czech Republic,1,18,5.56,5.0
Science & Academia,television personality,Finland,2,10,20.0,1.0
Science & Academia,television personality,United Kingdom,2,10,20.0,2.0
Science & Academia,television personality,Czech Republic,1,10,10.0,3.0
Science & Academia,television personality,Denmark,1,10,10.0,4.0
Science & Academia,television personality,Germany,1,10,10.0,5.0
Science & Academia,television presenter,United Kingdom,63,250,25.2,1.0
Science & Academia,television presenter,Russia,49,250,19.6,2.0
Science & Academia,television presenter,Netherlands,23,250,9.2,3.0
Science & Academia,television presenter,Spain,21,250,8.4,4.0
Science & Academia,television presenter,Germany,19,250,7.6,5.0
Science & Academia,television producer,United Kingdom,7,30,23.33,1.0
Science & Academia,television producer,Germany,4,30,13.33,2.0
Science & Academia,television producer,Netherlands,4,30,13.33,3.0
Science & Academia,television producer,Ukraine,3,30,10.0,4.0
Science & Academia,television producer,France,2,30,6.67,5.0
Science & Academia,television writer,Czech Republic,6,16,37.5,1.0
Science & Academia,television writer,United Kingdom,3,16,18.75,2.0
Science & Academia,television writer,Italy,2,16,12.5,3.0
Science & Academia,television writer,Finland,1,16,6.25,4.0
Science & Academia,television writer,Russia,1,16,6.25,5.0
Science & Academia,tennis player,Czech Republic,3,12,25.0,1.0
Science & Academia,tennis player,Poland,2,12,16.67,2.0
Science & Academia,tennis player,Italy,1,12,8.33,3.0
Science & Academia,tennis player,Kingdom of Great Britain,1,12,8.33,4.0
Science & Academia,tennis player,Netherlands,1,12,8.33,5.0
Science & Academia,textile artist,Czech Republic,5,8,62.5,1.0
Science & Academia,textile artist,Hungary,1,8,12.5,2.0
Science & Academia,textile artist,Poland,1,8,12.5,3.0
Science & Academia,textile artist,Sweden,1,8,12.5,4.0
Science & Academia,theatre critic,Czech Republic,8,22,36.36,1.0
Science & Academia,theatre critic,Poland,4,22,18.18,2.0
Science & Academia,theatre critic,Russia,2,22,9.09,3.0
Science & Academia,theatre critic,Slovenia,2,22,9.09,4.0
Science & Academia,theatre critic,Belgium,1,22,4.55,5.0
Science & Academia,theatre manager,Czech Republic,1,7,14.29,1.0
Science & Academia,theatre manager,Finland,1,7,14.29,2.0
Science & Academia,theatre manager,France,1,7,14.29,3.0
Science & Academia,theatre manager,Hungary,1,7,14.29,4.0
Science & Academia,theatre manager,Russia,1,7,14.29,5.0
Science & Academia,theatrical director,Czech Republic,12,64,18.75,1.0
Science & Academia,theatrical director,Russia,9,64,14.06,2.0
Science & Academia,theatrical director,Spain,8,64,12.5,3.0
Science & Academia,theatrical director,France,7,64,10.94,4.0
Science & Academia,theatrical director,Poland,5,64,7.81,5.0
Science & Academia,theatrologist,Czech Republic,6,20,30.0,1.0
Science & Academia,theatrologist,Germany,2,20,10.0,2.0
Science & Academia,theatrologist,Ukraine,2,20,10.0,3.0
Science & Academia,theatrologist,Austria,1,20,5.0,4.0
Science & Academia,theatrologist,Estonia,1,20,5.0,5.0
Science & Academia,theologian,Germany,48,311,15.43,1.0
Science & Academia,theologian,Czech Republic,31,311,9.97,2.0
Science & Academia,theologian,Spain,30,311,9.65,3.0
Science & Academia,theologian,France,29,311,9.32,4.0
Science & Academia,theologian,United Kingdom,23,311,7.4,5.0
Science & Academia,theoretical physicist,Russia,18,110,16.36,1.0
Science & Academia,theoretical physicist,Germany,14,110,12.73,2.0
Science & Academia,theoretical physicist,United Kingdom,12,110,10.91,3.0
Science & Academia,theoretical physicist,Poland,9,110,8.18,4.0
Science & Academia,theoretical physicist,Italy,7,110,6.36,5.0
Science & Academia,trade unionist,Poland,36,121,29.75,1.0
Science & Academia,trade unionist,Spain,21,121,17.36,2.0
Science & Academia,trade unionist,France,14,121,11.57,3.0
Science & Academia,trade unionist,Netherlands,10,121,8.26,4.0
Science & Academia,trade unionist,Germany,5,121,4.13,5.0
Science & Academia,translator,Czech Republic,149,750,19.87,1.0
Science & Academia,translator,France,69,750,9.2,2.0
Science & Academia,translator,Spain,65,750,8.67,3.0
Science & Academia,translator,Russia,59,750,7.87,4.0
Science & Academia,translator,Poland,49,750,6.53,5.0
Science & Academia,traveler,Czech Republic,7,20,35.0,1.0
Science & Academia,traveler,Ukraine,4,20,20.0,2.0
Science & Academia,traveler,Poland,2,20,10.0,3.0
Science & Academia,traveler,Russia,2,20,10.0,4.0
Science & Academia,traveler,France,1,20,5.0,5.0
Science & Academia,trumpeter,France,1,6,16.67,1.0
Science & Academia,trumpeter,Netherlands,1,6,16.67,2.0
Science & Academia,trumpeter,Norway,1,6,16.67,3.0
Science & Academia,trumpeter,Russia,1,6,16.67,4.0
Science & Academia,trumpeter,Slovenia,1,6,16.67,5.0
Science & Academia,typographer,Czech Republic,36,48,75.0,1.0
Science & Academia,typographer,Germany,4,48,8.33,2.0
Science & Academia,typographer,Poland,3,48,6.25,3.0
Science & Academia,typographer,Slovakia,2,48,4.17,4.0
Science & Academia,typographer,Kingdom of Hungary,1,48,2.08,5.0
Science & Academia,university teacher,Germany,2003,8296,24.14,1.0
Science & Academia,university teacher,France,608,8296,7.33,2.0
Science & Academia,university teacher,Russia,539,8296,6.5,3.0
Science & Academia,university teacher,Poland,530,8296,6.39,4.0
Science & Academia,university teacher,United Kingdom,511,8296,6.16,5.0
Science & Academia,urban planner,Czech Republic,11,35,31.43,1.0
Science & Academia,urban planner,France,6,35,17.14,2.0
Science & Academia,urban planner,Italy,6,35,17.14,3.0
Science & Academia,urban planner,Netherlands,2,35,5.71,4.0
Science & Academia,urban planner,Poland,2,35,5.71,5.0
Science & Academia,veterinarian,France,6,21,28.57,1.0
Science & Academia,veterinarian,Spain,3,21,14.29,2.0
Science & Academia,veterinarian,Bulgaria,2,21,9.52,3.0
Science & Academia,veterinarian,Poland,2,21,9.52,4.0
Science & Academia,veterinarian,Albania,1,21,4.76,5.0
Science & Academia,video artist,Czech Republic,4,14,28.57,1.0
Science & Academia,video artist,Spain,3,14,21.43,2.0
Science & Academia,video artist,Croatia,1,14,7.14,3.0
Science & Academia,video artist,Finland,1,14,7.14,4.0
Science & Academia,video artist,Germany,1,14,7.14,5.0
Science & Academia,violinist,Czech Republic,6,21,28.57,1.0
Science & Academia,violinist,Poland,4,21,19.05,2.0
Science & Academia,violinist,Italy,2,21,9.52,3.0
Science & Academia,violinist,Denmark,1,21,4.76,4.0
Science & Academia,violinist,France,1,21,4.76,5.0
Science & Academia,visual artist,Czech Republic,73,121,60.33,1.0
Science & Academia,visual artist,Germany,10,121,8.26,2.0
Science & Academia,visual artist,France,8,121,6.61,3.0
Science & Academia,visual artist,Slovakia,6,121,4.96,4.0
Science & Academia,visual artist,Spain,4,121,3.31,5.0
Science & Academia,vlogger,Russia,2,5,40.0,1.0
Science & Academia,vlogger,Austria,1,5,20.0,2.0
Science & Academia,vlogger,Italy,1,5,20.0,3.0
Science & Academia,vlogger,Romania,1,5,20.0,4.0
Science & Academia,vocalist,Finland,1,4,25.0,1.0
Science & Academia,vocalist,Germany,1,4,25.0,2.0
Science & Academia,vocalist,Russia,1,4,25.0,3.0
Science & Academia,vocalist,Ukraine,1,4,25.0,4.0
Science & Academia,voice actor,Russia,3,9,33.33,1.0
Science & Academia,voice actor,Denmark,1,9,11.11,2.0
Science & Academia,voice actor,Finland,1,9,11.11,3.0
Science & Academia,voice actor,Germany,1,9,11.11,4.0
Science & Academia,voice actor,Italy,1,9,11.11,5.0
Science & Academia,war correspondent,Belgium,1,7,14.29,1.0
Science & Academia,war correspondent,Czech Republic,1,7,14.29,2.0
Science & Academia,war correspondent,France,1,7,14.29,3.0
Science & Academia,war correspondent,Poland,1,7,14.29,4.0
Science & Academia,war correspondent,Serbia,1,7,14.29,5.0
Science & Academia,water polo player,Hungary,1,5,20.0,1.0
Science & Academia,water polo player,Netherlands,1,5,20.0,2.0
Science & Academia,water polo player,Serbia,1,5,20.0,3.0
Science & Academia,water polo player,Slovakia,1,5,20.0,4.0
Science & Academia,water polo player,Ukraine,1,5,20.0,5.0
Science & Academia,watercolorist,Netherlands,2,3,66.67,1.0
Science & Academia,watercolorist,Czech Republic,1,3,33.33,2.0
Science & Academia,wikimedian,Russia,14,42,33.33,1.0
Science & Academia,wikimedian,France,6,42,14.29,2.0
Science & Academia,wikimedian,Germany,5,42,11.9,3.0
Science & Academia,wikimedian,Spain,5,42,11.9,4.0
Science & Academia,wikimedian,Ukraine,3,42,7.14,5.0
Science & Academia,wikipedian,Russia,17,45,37.78,1.0
Science & Academia,wikipedian,Spain,6,45,13.33,2.0
Science & Academia,wikipedian,Germany,5,45,11.11,3.0
Science & Academia,wikipedian,Poland,4,45,8.89,4.0
Science & Academia,wikipedian,Czech Republic,3,45,6.67,5.0
Science & Academia,women's rights activist,Spain,10,44,22.73,1.0
Science & Academia,women's rights activist,France,8,44,18.18,2.0
Science & Academia,women's rights activist,Belgium,4,44,9.09,3.0
Science & Academia,women's rights activist,Germany,4,44,9.09,4.0
Science & Academia,women's rights activist,Italy,4,44,9.09,5.0
Science & Academia,writer,Spain,642,3676,17.46,1.0
