occ_group,occupation,country,count,occ_total,pct_of_occ,rank
Arts & Culture,playwright,France,256,2085,12.28,1.0
Arts & Culture,playwright,Czech Republic,194,2085,9.3,2.0
Arts & Culture,playwright,Russia,190,2085,9.11,3.0
Arts & Culture,playwright,United Kingdom,155,2085,7.43,4.0
Arts & Culture,playwright,Italy,154,2085,7.39,5.0
Arts & Culture,podcaster,Germany,27,137,19.71,1.0
Arts & Culture,podcaster,Spain,26,137,18.98,2.0
Arts & Culture,podcaster,United Kingdom,25,137,18.25,3.0
Arts & Culture,podcaster,Norway,11,137,8.03,4.0
Arts & Culture,podcaster,France,8,137,5.84,5.0
Arts & Culture,poet,Russia,687,5823,11.8,1.0
Arts & Culture,poet,Spain,622,5823,10.68,2.0
Arts & Culture,poet,Czech Republic,451,5823,7.75,3.0
Arts & Culture,poet,France,378,5823,6.49,4.0
Arts & Culture,poet,Ukraine,351,5823,6.03,5.0
Arts & Culture,poet lawyer,Germany,14,52,26.92,1.0
Arts & Culture,poet lawyer,Italy,9,52,17.31,2.0
Arts & Culture,poet lawyer,Austria,4,52,7.69,3.0
Arts & Culture,poet lawyer,Poland,3,52,5.77,4.0
Arts & Culture,poet lawyer,United Kingdom,3,52,5.77,5.0
Arts & Culture,political activist,United Kingdom,13,80,16.25,1.0
Arts & Culture,political activist,Spain,11,80,13.75,2.0
Arts & Culture,political activist,France,10,80,12.5,3.0
Arts & Culture,political activist,Czech Republic,9,80,11.25,4.0
Arts & Culture,political activist,Germany,7,80,8.75,5.0
Arts & Culture,political scientist,Germany,29,163,17.79,1.0
Arts & Culture,political scientist,Russia,22,163,13.5,2.0
Arts & Culture,political scientist,Czech Republic,17,163,10.43,3.0
Arts & Culture,political scientist,France,17,163,10.43,4.0
Arts & Culture,political scientist,Poland,13,163,7.98,5.0
Arts & Culture,politician,Spain,352,2839,12.4,1.0
Arts & Culture,politician,Italy,310,2839,10.92,2.0
Arts & Culture,politician,Germany,185,2839,6.52,3.0
Arts & Culture,politician,Czech Republic,166,2839,5.85,4.0
Arts & Culture,politician,United Kingdom,158,2839,5.57,5.0
Arts & Culture,pornographic actor,France,41,185,22.16,1.0
Arts & Culture,pornographic actor,United Kingdom,28,185,15.14,2.0
Arts & Culture,pornographic actor,Germany,19,185,10.27,3.0
Arts & Culture,pornographic actor,Hungary,17,185,9.19,4.0
Arts & Culture,pornographic actor,Italy,16,185,8.65,5.0
Arts & Culture,postage stamp designer,Netherlands,34,103,33.01,1.0
Arts & Culture,postage stamp designer,Germany,14,103,13.59,2.0
Arts & Culture,postage stamp designer,France,10,103,9.71,3.0
Arts & Culture,postage stamp designer,Belgium,7,103,6.8,4.0
Arts & Culture,postage stamp designer,Czech Republic,6,103,5.83,5.0
Arts & Culture,presenter,Russia,304,959,31.7,1.0
Arts & Culture,presenter,Netherlands,184,959,19.19,2.0
Arts & Culture,presenter,Ukraine,91,959,9.49,3.0
Arts & Culture,presenter,Czech Republic,85,959,8.86,4.0
Arts & Culture,presenter,Spain,58,959,6.05,5.0
Arts & Culture,priest,Czech Republic,25,133,18.8,1.0
Arts & Culture,priest,Spain,23,133,17.29,2.0
Arts & Culture,priest,Finland,13,133,9.77,3.0
Arts & Culture,priest,Sweden,13,133,9.77,4.0
Arts & Culture,priest,Norway,11,133,8.27,5.0
Arts & Culture,printmaker,France,92,380,24.21,1.0
Arts & Culture,printmaker,United Kingdom,38,380,10.0,2.0
Arts & Culture,printmaker,Italy,29,380,7.63,3.0
Arts & Culture,printmaker,Germany,28,380,7.37,4.0
Arts & Culture,printmaker,Netherlands,24,380,6.32,5.0
Arts & Culture,producer,United Kingdom,34,154,22.08,1.0
Arts & Culture,producer,France,24,154,15.58,2.0
Arts & Culture,producer,Italy,15,154,9.74,3.0
Arts & Culture,producer,Switzerland,15,154,9.74,4.0
Arts & Culture,producer,Spain,10,154,6.49,5.0
Arts & Culture,production designer,Germany,9,57,15.79,1.0
Arts & Culture,production designer,Czech Republic,8,57,14.04,2.0
Arts & Culture,production designer,Russia,8,57,14.04,3.0
Arts & Culture,production designer,Italy,7,57,12.28,4.0
Arts & Culture,production designer,Ukraine,4,57,7.02,5.0
Arts & Culture,professeur des universités,France,3,4,75.0,1.0
Arts & Culture,professeur des universités,Spain,1,4,25.0,2.0
Arts & Culture,professional gamer,Norway,1,1,100.0,1.0
Arts & Culture,professor,Spain,126,306,41.18,1.0
Arts & Culture,professor,Norway,23,306,7.52,2.0
Arts & Culture,professor,France,20,306,6.54,3.0
Arts & Culture,professor,Romania,15,306,4.9,4.0
Arts & Culture,professor,Germany,14,306,4.58,5.0
Arts & Culture,programmer,Czech Republic,12,51,23.53,1.0
Arts & Culture,programmer,Russia,8,51,15.69,2.0
Arts & Culture,programmer,United Kingdom,5,51,9.8,3.0
Arts & Culture,programmer,Italy,4,51,7.84,4.0
Arts & Culture,programmer,Germany,3,51,5.88,5.0
Arts & Culture,prose writer,Russia,204,746,27.35,1.0
Arts & Culture,prose writer,Czech Republic,164,746,21.98,2.0
Arts & Culture,prose writer,Ukraine,72,746,9.65,3.0
Arts & Culture,prose writer,Poland,57,746,7.64,4.0
Arts & Culture,prose writer,Belarus,26,746,3.49,5.0
Arts & Culture,psychiatrist,Spain,12,89,13.48,1.0
Arts & Culture,psychiatrist,Czech Republic,9,89,10.11,2.0
Arts & Culture,psychiatrist,Germany,8,89,8.99,3.0
Arts & Culture,psychiatrist,Italy,7,89,7.87,4.0
Arts & Culture,psychiatrist,Netherlands,6,89,6.74,5.0
Arts & Culture,psychoanalyst,France,13,38,34.21,1.0
Arts & Culture,psychoanalyst,Germany,6,38,15.79,2.0
Arts & Culture,psychoanalyst,Italy,3,38,7.89,3.0
Arts & Culture,psychoanalyst,Switzerland,3,38,7.89,4.0
Arts & Culture,psychoanalyst,Czech Republic,2,38,5.26,5.0
Arts & Culture,psychologist,Germany,33,217,15.21,1.0
Arts & Culture,psychologist,Czech Republic,20,217,9.22,2.0
Arts & Culture,psychologist,Russia,18,217,8.29,3.0
Arts & Culture,psychologist,Spain,17,217,7.83,4.0
Arts & Culture,psychologist,France,14,217,6.45,5.0
Arts & Culture,psychotherapist,Germany,12,54,22.22,1.0
Arts & Culture,psychotherapist,Czech Republic,5,54,9.26,2.0
Arts & Culture,psychotherapist,France,5,54,9.26,3.0
Arts & Culture,psychotherapist,Switzerland,5,54,9.26,4.0
Arts & Culture,psychotherapist,Austria,4,54,7.41,5.0
Arts & Culture,public figure,Russia,83,135,61.48,1.0
Arts & Culture,public figure,Ukraine,36,135,26.67,2.0
Arts & Culture,public figure,Belarus,5,135,3.7,3.0
Arts & Culture,public figure,France,2,135,1.48,4.0
Arts & Culture,public figure,Germany,2,135,1.48,5.0
Arts & Culture,publisher,Germany,98,510,19.22,1.0
Arts & Culture,publisher,France,75,510,14.71,2.0
Arts & Culture,publisher,Czech Republic,65,510,12.75,3.0
Arts & Culture,publisher,Russia,29,510,5.69,4.0
Arts & Culture,publisher,Italy,23,510,4.51,5.0
Arts & Culture,pundit,Czech Republic,8,43,18.6,1.0
Arts & Culture,pundit,Russia,6,43,13.95,2.0
Arts & Culture,pundit,United Kingdom,6,43,13.95,3.0
Arts & Culture,pundit,Germany,3,43,6.98,4.0
Arts & Culture,pundit,Denmark,2,43,4.65,5.0
Arts & Culture,puppeteer,Czech Republic,11,77,14.29,1.0
Arts & Culture,puppeteer,Germany,6,77,7.79,2.0
Arts & Culture,puppeteer,Norway,6,77,7.79,3.0
Arts & Culture,puppeteer,Russia,6,77,7.79,4.0
Arts & Culture,puppeteer,Belgium,5,77,6.49,5.0
Arts & Culture,racing automobile driver,France,10,51,19.61,1.0
Arts & Culture,racing automobile driver,Germany,9,51,17.65,2.0
Arts & Culture,racing automobile driver,Italy,6,51,11.76,3.0
Arts & Culture,racing automobile driver,Belgium,5,51,9.8,4.0
Arts & Culture,racing automobile driver,Denmark,5,51,9.8,5.0
Arts & Culture,radio editor,Czech Republic,23,42,54.76,1.0
Arts & Culture,radio editor,Hungary,7,42,16.67,2.0
Arts & Culture,radio editor,Poland,4,42,9.52,3.0
Arts & Culture,radio editor,Russia,2,42,4.76,4.0
Arts & Culture,radio editor,Austria,1,42,2.38,5.0
Arts & Culture,radio personality,France,187,1064,17.58,1.0
Arts & Culture,radio personality,Italy,165,1064,15.51,2.0
Arts & Culture,radio personality,Russia,138,1064,12.97,3.0
Arts & Culture,radio personality,Germany,106,1064,9.96,4.0
Arts & Culture,radio personality,United Kingdom,104,1064,9.77,5.0
Arts & Culture,radio producer,France,28,51,54.9,1.0
Arts & Culture,radio producer,United Kingdom,5,51,9.8,2.0
Arts & Culture,radio producer,Greece,3,51,5.88,3.0
Arts & Culture,radio producer,Sweden,3,51,5.88,4.0
Arts & Culture,radio producer,Belgium,2,51,3.92,5.0
Arts & Culture,rapper,Germany,85,698,12.18,1.0
Arts & Culture,rapper,United Kingdom,85,698,12.18,2.0
Arts & Culture,rapper,France,79,698,11.32,3.0
Arts & Culture,rapper,Italy,75,698,10.74,4.0
Arts & Culture,rapper,Russia,58,698,8.31,5.0
Arts & Culture,record producer,United Kingdom,436,1843,23.66,1.0
Arts & Culture,record producer,Italy,202,1843,10.96,2.0
Arts & Culture,record producer,Germany,187,1843,10.15,3.0
Arts & Culture,record producer,Sweden,142,1843,7.7,4.0
Arts & Culture,record producer,Russia,117,1843,6.35,5.0
Arts & Culture,recording artist,United Kingdom,275,1227,22.41,1.0
Arts & Culture,recording artist,Italy,164,1227,13.37,2.0
Arts & Culture,recording artist,Norway,121,1227,9.86,3.0
Arts & Culture,recording artist,France,97,1227,7.91,4.0
Arts & Culture,recording artist,Sweden,87,1227,7.09,5.0
Arts & Culture,reporter,France,13,73,17.81,1.0
Arts & Culture,reporter,Russia,10,73,13.7,2.0
Arts & Culture,reporter,Norway,8,73,10.96,3.0
Arts & Culture,reporter,Spain,7,73,9.59,4.0
Arts & Culture,reporter,Czech Republic,5,73,6.85,5.0
Arts & Culture,research fellow,France,11,16,68.75,1.0
Arts & Culture,research fellow,United Kingdom,2,16,12.5,2.0
Arts & Culture,research fellow,Czech Republic,1,16,6.25,3.0
Arts & Culture,research fellow,Italy,1,16,6.25,4.0
Arts & Culture,research fellow,Ukraine,1,16,6.25,5.0
Arts & Culture,researcher,Spain,43,159,27.04,1.0
Arts & Culture,researcher,France,18,159,11.32,2.0
Arts & Culture,researcher,United Kingdom,12,159,7.55,3.0
Arts & Culture,researcher,Czech Republic,10,159,6.29,4.0
Arts & Culture,researcher,Germany,10,159,6.29,5.0
Arts & Culture,resistance fighter,Netherlands,72,168,42.86,1.0
Arts & Culture,resistance fighter,Germany,32,168,19.05,2.0
Arts & Culture,resistance fighter,France,14,168,8.33,3.0
Arts & Culture,resistance fighter,Poland,11,168,6.55,4.0
Arts & Culture,resistance fighter,Czech Republic,10,168,5.95,5.0
Arts & Culture,restaurateur,Spain,7,45,15.56,1.0
Arts & Culture,restaurateur,United Kingdom,7,45,15.56,2.0
Arts & Culture,restaurateur,France,6,45,13.33,3.0
Arts & Culture,restaurateur,Russia,6,45,13.33,4.0
Arts & Culture,restaurateur,Germany,4,45,8.89,5.0
Arts & Culture,restorer,Czech Republic,65,140,46.43,1.0
Arts & Culture,restorer,Russia,15,140,10.71,2.0
Arts & Culture,restorer,Germany,8,140,5.71,3.0
Arts & Culture,restorer,Hungary,7,140,5.0,4.0
Arts & Culture,restorer,Romania,6,140,4.29,5.0
Arts & Culture,rock musician,Russia,51,101,50.5,1.0
Arts & Culture,rock musician,United Kingdom,19,101,18.81,2.0
Arts & Culture,rock musician,Serbia,5,101,4.95,3.0
Arts & Culture,rock musician,Hungary,4,101,3.96,4.0
Arts & Culture,rock musician,Belarus,3,101,2.97,5.0
Arts & Culture,romanist,Spain,14,56,25.0,1.0
Arts & Culture,romanist,France,9,56,16.07,2.0
Arts & Culture,romanist,Czech Republic,8,56,14.29,3.0
Arts & Culture,romanist,Germany,5,56,8.93,4.0
Arts & Culture,romanist,Italy,4,56,7.14,5.0
Arts & Culture,rower,Netherlands,3,13,23.08,1.0
Arts & Culture,rower,Belarus,2,13,15.38,2.0
Arts & Culture,rower,France,2,13,15.38,3.0
Arts & Culture,rower,Austria,1,13,7.69,4.0
Arts & Culture,rower,Czech Republic,1,13,7.69,5.0
Arts & Culture,sailor,United Kingdom,4,29,13.79,1.0
Arts & Culture,sailor,France,3,29,10.34,2.0
Arts & Culture,sailor,Norway,3,29,10.34,3.0
Arts & Culture,sailor,Italy,2,29,6.9,4.0
Arts & Culture,sailor,Poland,2,29,6.9,5.0
Arts & Culture,satirist,Poland,20,72,27.78,1.0
Arts & Culture,satirist,Russia,17,72,23.61,2.0
Arts & Culture,satirist,Ukraine,9,72,12.5,3.0
Arts & Culture,satirist,Italy,5,72,6.94,4.0
Arts & Culture,satirist,Germany,4,72,5.56,5.0
Arts & Culture,saxophonist,United Kingdom,58,319,18.18,1.0
Arts & Culture,saxophonist,Norway,39,319,12.23,2.0
Arts & Culture,saxophonist,Germany,29,319,9.09,3.0
Arts & Culture,saxophonist,Poland,26,319,8.15,4.0
Arts & Culture,saxophonist,France,22,319,6.9,5.0
Arts & Culture,scenographer,Czech Republic,52,369,14.09,1.0
Arts & Culture,scenographer,Belgium,39,369,10.57,2.0
Arts & Culture,scenographer,Italy,34,369,9.21,3.0
Arts & Culture,scenographer,Netherlands,28,369,7.59,4.0
Arts & Culture,scenographer,Russia,23,369,6.23,5.0
Arts & Culture,school teacher,Spain,8,72,11.11,1.0
Arts & Culture,school teacher,France,7,72,9.72,2.0
Arts & Culture,school teacher,Poland,7,72,9.72,3.0
Arts & Culture,school teacher,Romania,6,72,8.33,4.0
Arts & Culture,school teacher,Russia,6,72,8.33,5.0
Arts & Culture,science communicator,Spain,11,49,22.45,1.0
Arts & Culture,science communicator,France,9,49,18.37,2.0
Arts & Culture,science communicator,United Kingdom,9,49,18.37,3.0
Arts & Culture,science communicator,Czech Republic,6,49,12.24,4.0
Arts & Culture,science communicator,Italy,3,49,6.12,5.0
Arts & Culture,science fiction writer,United Kingdom,122,578,21.11,1.0
Arts & Culture,science fiction writer,France,68,578,11.76,2.0
Arts & Culture,science fiction writer,Germany,53,578,9.17,3.0
Arts & Culture,science fiction writer,Russia,49,578,8.48,4.0
Arts & Culture,science fiction writer,Czech Republic,47,578,8.13,5.0
Arts & Culture,scientist,Russia,16,99,16.16,1.0
Arts & Culture,scientist,Ukraine,14,99,14.14,2.0
Arts & Culture,scientist,Czech Republic,9,99,9.09,3.0
Arts & Culture,scientist,Spain,8,99,8.08,4.0
Arts & Culture,scientist,United Kingdom,8,99,8.08,5.0
Arts & Culture,screenwriter,France,1320,8685,15.2,1.0
Arts & Culture,screenwriter,Italy,966,8685,11.12,2.0
Arts & Culture,screenwriter,United Kingdom,857,8685,9.87,3.0
Arts & Culture,screenwriter,Germany,837,8685,9.64,4.0
Arts & Culture,screenwriter,Russia,614,8685,7.07,5.0
Arts & Culture,sculptor,Germany,443,3823,11.59,1.0
Arts & Culture,sculptor,Netherlands,438,3823,11.46,2.0
Arts & Culture,sculptor,France,340,3823,8.89,3.0
Arts & Culture,sculptor,Czech Republic,309,3823,8.08,4.0
Arts & Culture,sculptor,Italy,296,3823,7.74,5.0
Arts & Culture,secondary school teacher,Spain,65,147,44.22,1.0
Arts & Culture,secondary school teacher,Czech Republic,24,147,16.33,2.0
Arts & Culture,secondary school teacher,France,10,147,6.8,3.0
Arts & Culture,secondary school teacher,Luxembourg,8,147,5.44,4.0
Arts & Culture,secondary school teacher,Germany,6,147,4.08,5.0
Arts & Culture,short story writer,Russia,63,291,21.65,1.0
Arts & Culture,short story writer,France,43,291,14.78,2.0
Arts & Culture,short story writer,Spain,33,291,11.34,3.0
Arts & Culture,short story writer,Ukraine,22,291,7.56,4.0
Arts & Culture,short story writer,Germany,18,291,6.19,5.0
Arts & Culture,showman,Russia,42,87,48.28,1.0
Arts & Culture,showman,Ukraine,19,87,21.84,2.0
Arts & Culture,showman,Germany,9,87,10.34,3.0
Arts & Culture,showman,Italy,7,87,8.05,4.0
Arts & Culture,showman,Spain,3,87,3.45,5.0
Arts & Culture,singer,United Kingdom,1917,14082,13.61,1.0
Arts & Culture,singer,Germany,1154,14082,8.19,2.0
Arts & Culture,singer,Italy,1101,14082,7.82,3.0
Arts & Culture,singer,France,973,14082,6.91,4.0
Arts & Culture,singer,Russia,892,14082,6.33,5.0
Arts & Culture,singer-songwriter,United Kingdom,598,2094,28.56,1.0
Arts & Culture,singer-songwriter,Italy,328,2094,15.66,2.0
Arts & Culture,singer-songwriter,France,300,2094,14.33,3.0
Arts & Culture,singer-songwriter,Russia,132,2094,6.3,4.0
Arts & Culture,singer-songwriter,Netherlands,105,2094,5.01,5.0
Arts & Culture,slavist,Slovenia,8,33,24.24,1.0
Arts & Culture,slavist,Czech Republic,5,33,15.15,2.0
Arts & Culture,slavist,Germany,3,33,9.09,3.0
Arts & Culture,slavist,Poland,3,33,9.09,4.0
Arts & Culture,slavist,Ukraine,3,33,9.09,5.0
Arts & Culture,social activist,Ukraine,7,27,25.93,1.0
Arts & Culture,social activist,Poland,4,27,14.81,2.0
Arts & Culture,social activist,Russia,4,27,14.81,3.0
Arts & Culture,social activist,Spain,4,27,14.81,4.0
Arts & Culture,social activist,Germany,2,27,7.41,5.0
Arts & Culture,social scientist,Germany,5,11,45.45,1.0
Arts & Culture,social scientist,France,2,11,18.18,2.0
Arts & Culture,social scientist,Czech Republic,1,11,9.09,3.0
Arts & Culture,social scientist,Italy,1,11,9.09,4.0
Arts & Culture,social scientist,Poland,1,11,9.09,5.0
Arts & Culture,socialite,United Kingdom,16,50,32.0,1.0
Arts & Culture,socialite,Italy,8,50,16.0,2.0
Arts & Culture,socialite,France,5,50,10.0,3.0
Arts & Culture,socialite,Spain,4,50,8.0,4.0
Arts & Culture,socialite,Sweden,4,50,8.0,5.0
Arts & Culture,sociologist,Spain,35,254,13.78,1.0
Arts & Culture,sociologist,France,31,254,12.2,2.0
Arts & Culture,sociologist,Germany,28,254,11.02,3.0
Arts & Culture,sociologist,Czech Republic,22,254,8.66,4.0
Arts & Culture,sociologist,Poland,19,254,7.48,5.0
Arts & Culture,soldier,Poland,7,40,17.5,1.0
Arts & Culture,soldier,United Kingdom,7,40,17.5,2.0
Arts & Culture,soldier,Ukraine,4,40,10.0,3.0
Arts & Culture,soldier,Netherlands,3,40,7.5,4.0
Arts & Culture,soldier,Czech Republic,2,40,5.0,5.0
Arts & Culture,songwriter,United Kingdom,1003,3474,28.87,1.0
Arts & Culture,songwriter,Sweden,299,3474,8.61,2.0
Arts & Culture,songwriter,Germany,260,3474,7.48,3.0
Arts & Culture,songwriter,France,210,3474,6.04,4.0
Arts & Culture,songwriter,Italy,187,3474,5.38,5.0
Arts & Culture,speedway rider,Germany,1,1,100.0,1.0
Arts & Culture,sport cyclist,France,4,18,22.22,1.0
Arts & Culture,sport cyclist,Netherlands,3,18,16.67,2.0
Arts & Culture,sport cyclist,Belgium,2,18,11.11,3.0
Arts & Culture,sport cyclist,Greece,2,18,11.11,4.0
Arts & Culture,sport cyclist,Luxembourg,2,18,11.11,5.0
Arts & Culture,sports commentator,Czech Republic,6,28,21.43,1.0
Arts & Culture,sports commentator,United Kingdom,5,28,17.86,2.0
Arts & Culture,sports commentator,Germany,2,28,7.14,3.0
Arts & Culture,sports commentator,Italy,2,28,7.14,4.0
Arts & Culture,sports commentator,Russia,2,28,7.14,5.0
Arts & Culture,sports executive,Italy,5,15,33.33,1.0
Arts & Culture,sports executive,Spain,4,15,26.67,2.0
Arts & Culture,sports executive,France,2,15,13.33,3.0
Arts & Culture,sports executive,Norway,1,15,6.67,4.0
Arts & Culture,sports executive,Romania,1,15,6.67,5.0
Arts & Culture,sports journalist,Czech Republic,9,42,21.43,1.0
Arts & Culture,sports journalist,France,9,42,21.43,2.0
Arts & Culture,sports journalist,United Kingdom,4,42,9.52,3.0
Arts & Culture,sports journalist,Italy,3,42,7.14,4.0
Arts & Culture,sports journalist,Netherlands,2,42,4.76,5.0
Arts & Culture,sportsperson,Estonia,8,9,88.89,1.0
Arts & Culture,sportsperson,Ukraine,1,9,11.11,2.0
Arts & Culture,stage actor,United Kingdom,1135,5483,20.7,1.0
Arts & Culture,stage actor,Germany,1101,5483,20.08,2.0
Arts & Culture,stage actor,Italy,701,5483,12.78,3.0
Arts & Culture,stage actor,France,418,5483,7.62,4.0
Arts & Culture,stage actor,Austria,281,5483,5.12,5.0
Arts & Culture,stage magician,United Kingdom,12,39,30.77,1.0
Arts & Culture,stage magician,France,5,39,12.82,2.0
Arts & Culture,stage magician,Spain,5,39,12.82,3.0
Arts & Culture,stage magician,Italy,4,39,10.26,4.0
Arts & Culture,stage magician,Sweden,3,39,7.69,5.0
Arts & Culture,stand-up comedian,United Kingdom,111,225,49.33,1.0
Arts & Culture,stand-up comedian,France,24,225,10.67,2.0
Arts & Culture,stand-up comedian,Russia,16,225,7.11,3.0
Arts & Culture,stand-up comedian,Spain,10,225,4.44,4.0
Arts & Culture,stand-up comedian,Norway,7,225,3.11,5.0
Arts & Culture,statesperson,Russia,7,13,53.85,1.0
Arts & Culture,statesperson,Ukraine,3,13,23.08,2.0
Arts & Culture,statesperson,Germany,1,13,7.69,3.0
Arts & Culture,statesperson,Romania,1,13,7.69,4.0
Arts & Culture,statesperson,Russian Empire,1,13,7.69,5.0
Arts & Culture,statistician,Denmark,2,9,22.22,1.0
Arts & Culture,statistician,Sweden,2,9,22.22,2.0
Arts & Culture,statistician,Czech Republic,1,9,11.11,3.0
Arts & Culture,statistician,Estonia,1,9,11.11,4.0
Arts & Culture,statistician,Germany,1,9,11.11,5.0
Arts & Culture,stunt performer,United Kingdom,17,69,24.64,1.0
Arts & Culture,stunt performer,France,12,69,17.39,2.0
Arts & Culture,stunt performer,Russia,9,69,13.04,3.0
Arts & Culture,stunt performer,Italy,8,69,11.59,4.0
Arts & Culture,stunt performer,Finland,4,69,5.8,5.0
Arts & Culture,surgeon,France,3,26,11.54,1.0
Arts & Culture,surgeon,Italy,3,26,11.54,2.0
Arts & Culture,surgeon,Austria,2,26,7.69,3.0
Arts & Culture,surgeon,Czech Republic,2,26,7.69,4.0
Arts & Culture,surgeon,Russia,2,26,7.69,5.0
Arts & Culture,swimmer,Sweden,6,31,19.35,1.0
Arts & Culture,swimmer,Italy,4,31,12.9,2.0
Arts & Culture,swimmer,Germany,3,31,9.68,3.0
Arts & Culture,swimmer,Russia,3,31,9.68,4.0
